platform,product_id,product_name,brand,category,subcategory,model,variant,mrp,selling_price,discount_pct,rating,review_count,availability,inventory,seller,product_url,search_query,city,latitude,longitude,scrape_timestamp
Amazon,B0GP74SZF2,"240 L 2 Star Frost Free Twin Inverter Double Door Refrigerator with Cool Pad for Extended Freezer Cooling & Spacious Fresh Zone (HEF-252EGBA-P, GE Black, 2026 Model)",,Home Appliances,,,240 L,36690.0,24690.0,32.70645952575634,4.0,34.0,True,1,,https://www.amazon.in/dp/B0GP74SZF2,Haier refrigerator,Delhi,28.6139,77.209,2026-08-14 18:34:16.280496
Amazon,B0D925VDPM,NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZXX-00059,,Laptops,,,,187999.0,175999.0,6.383012675599338,5.0,1.0,True,1,,https://www.amazon.in/dp/B0D925VDPM,Microsoft Surface laptop,Delhi,28.6139,77.209,2026-08-14 18:32:50.975376
Amazon,B0H82WSHDW,C100X Smartphone 8000mAh Titan Battery 45W Fast Charge 6.8 inch 120Hz Display 4GB RAM 64GB ROM IP64 Waterproof 50MP Rear Camera Support Bluetooth WiFi GPS Golden Coast,,Smartphones,,,,16799.0,15499.0,7.7385558664206195,5.0,6.0,True,1,,https://www.amazon.in/dp/B0H82WSHDW,Realme smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:30.946316
Amazon,B0H34P66XV,"325 L 3 Star Frost Free Triple Inverter Double Door Bottom Mount Refrigerator, Digital Touch Display & 2X Bigger Fresh Storage (HEB-333DSA-P, Dazzle Steel, 14 In 1 Convertible Modes, 2026 Model)",,Home Appliances,,,325 L,61790.0,40990.0,33.66240491988995,4.8,6.0,True,1,,https://www.amazon.in/dp/B0H34P66XV,Haier refrigerator,Delhi,28.6139,77.209,2026-08-14 18:34:16.280463
Amazon,B0DH2SPVZC,"Watch 5 Lite, 1.96"" Amoled, Advanced in-Built GPS, 5 ATM, 18 Day Battery, Bluetooth Calling with AI Noise Reduction, Always on Display, Black",,Smartwatches,,,,0.0,0.0,,4.1,3200.0,True,1,,https://www.amazon.in/dp/B0DH2SPVZC,Amazfit smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:30.604322
Amazon,B0H6HY2C29,"narzo 80 Lite (See Blue,4GB+64GB) 2026 | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist",,Smartphones,,,,16999.0,12999.0,23.530795929172303,4.1,1900.0,True,1,,https://www.amazon.in/dp/B0H6HY2C29,Realme smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:30.946249
Amazon,B0GRD6QZQ8,Nothing Phone 4a (12GB 256GB White),,Smartphones,,,,40999.0,40999.0,0.0,4.6,24.0,True,1,,https://www.amazon.in/dp/B0GRD6QZQ8,Nothing smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:24.249236
Amazon,B0F8HNKK6Z,"Balance 2 Smart Watch 47mm AMOLED Sapphire Glass Display, Dual Band GPS, 21 Days Battery, 170+ Sport Modes, Hyrox Mode, Accurate Readings, for Android & iPhone",,Smartwatches,,,,49999.0,23499.0,53.001060021200416,4.4,1100.0,True,1,,https://www.amazon.in/dp/B0F8HNKK6Z,Amazfit smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:30.604300
Amazon,B0G5G5C89T,"Note 15 5G (Black, 8GB RAM 128GB Storage) | 108MP OIS Camera | Snapdragon 6 Gen 3 | 17.2cm Tough Curved AMOLED Screen | 5520mAh Battery | 45W Fast Charging",,Smartphones,,,5G,36999.0,28999.0,21.62220600556772,4.1,1100.0,True,1,,https://www.amazon.in/dp/B0G5G5C89T,Google Pixel smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:10.914556
Amazon,B0G1YNG5S6,"G67 Power 5G (Pantone Cilantro, 8GB RAM, 128GB Storage) | 6.7"" FHD+ 120Hz LCD Display | Snapdragon 7s Gen2 Processor | 50MP + 8MP UW Camera | 7000mAh Battery with 30W Charger | IP64 | 6.7"" FHD+ 120Hz LCD Display, Snapdragon 7s Gen2 Processor, 50MP + 8MP UW Camera, 7000mAh Battery with 30W Charger, IP64",,Smartphones,,,5G,22999.0,22999.0,0.0,4.2,864.0,True,1,,https://www.amazon.in/dp/B0G1YNG5S6,Motorola smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:18.018608
Amazon,B0BRF5XBBD,"Charger for Fossil Gen 6, Gen 5, Gen 5E, Gen 4 Smartwatch Charging Cable Cord for Emporio Armani, Skagen falster 2, Misfit Vapor 2, Diesel Guard 2.5, Michael Kors Runway 3.3Ft/1M White",,Smartwatches,,,,1299.0,284.0,78.13702848344882,3.8,633.0,True,1,,https://www.amazon.in/dp/B0BRF5XBBD,Fossil smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:37.053875
Amazon,B0GR1DXY7L,"2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",,Laptops,,,,179900.0,166990.0,7.176209005002779,4.7,67.0,True,1,,https://www.amazon.in/dp/B0GR1DXY7L,Apple MacBook,Delhi,28.6139,77.209,2026-08-14 18:32:57.747760
Amazon,B0GRHFS8VC,"G57 Power (Corsair, 8GB RAM, 128GB Storage) | Snapdragon 6s Gen 4 Processor | 6.72"" FHD+ Display | 50MP LYT-600 + 8MP Ultrawide | 8MP Selfie Camera | 7000mAh Battery, 33W TurboPower | IP64",,Smartphones,,,,21999.0,20499.0,6.818491749624983,4.3,11.0,True,1,,https://www.amazon.in/dp/B0GRHFS8VC,Motorola smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:18.018627
Flipkart,MOBHN973GQV5YXT3,"MOTOROLA Edge 70 Fusion Snapdragon (Pantone SILHOUETTE, 256 GB)",MOTOROLA,Smartphones,,,8 GB RAM,53999.0,32999.0,38.889609066834566,4.4,1682.0,True,1,,https://www.flipkart.com/-/p/-?pid=MOBHN973GQV5YXT3,Motorola smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:18.018455
Flipkart,ACCHHZAE2AHJNZCR,AIZINA Wireless Surround Headphones with Mic & SD Card Support_6A Bluetooth & Wired,AIZINA,Headphones/Earbuds,,,"Black, On the Ear",0.0,0.0,,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=ACCHHZAE2AHJNZCR,Sennheiser headphones,Delhi,28.6139,77.209,2026-08-14 18:33:10.432753
Flipkart,RFRHMZ5UKWG68GPY,"Haier 520 L Frost Free Multi-Door 3 Star Convertible Refrigerator  with Lumiere,Triple Inverter French Door Side by Side (Magic Convertible Zone, Vogue Colourful Steel, Deo Fresh Technology,2026 Model)",Haier,Home Appliances,,,"Mauve Pink, HRB-600MP",140990.0,89990.0,36.17277821122065,5.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=RFRHMZ5UKWG68GPY,Haier refrigerator,Delhi,28.6139,77.209,2026-08-14 18:34:16.280216
Flipkart,SMWHFZYG5TQHTEYV,GARMIN Forerunner® 165 Smartwatch,GARMIN,Smartwatches,,,"Whitestone Strap, Free Size",28299.0,28299.0,0.0,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=SMWHFZYG5TQHTEYV,Garmin smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:23.742807
